LE_2ffb2abf0004550be331f57b67544df4	Trubnikov	Slm	None	AUTOMATIC	['Slovene G2P']
LE_9f04af13a042c6501a686f1e1c252001	Rongji	Slm	None	AUTOMATIC	['Slovene G2P']
LE_9cda9b52f2c9796a69c0b798a4a1422f	Geminid	Slm	None	AUTOMATIC	['Slovene G2P']
LE_2886f2b1a6bbcd7b494160b75f214e72	Bujakove	Slm	None	AUTOMATIC	['Slovene G2P']
LE_7ae6e42847c1bd001f358fcd7fa2c34f	Suzuke	Slm	None	AUTOMATIC	['Slovene G2P']
LE_5351274ca4e3b230d0ba93ec1225e965	Iskraemeca	Slm	None	AUTOMATIC	['Slovene G2P']
LE_e7c50a89c2464ff304c61578c24cd3ff	Feranc	Slm	None	AUTOMATIC	['Slovene G2P']
LE_43a4935c752f086faceddff6b8a7e9e3	Arnauda	Slz	None	AUTOMATIC	['Slovene G2P']
LE_6703480939c9eb2e1225c20cfeed7749	Moerec	Slm	None	AUTOMATIC	['Slovene G2P']
LE_699b2923bb192b6cc705703f6ea67def	Dorian	Slm	None	AUTOMATIC	['Slovene G2P']
LE_8322da8ac614f2562a854af6e0a812e8	Slimani	Slm	None	AUTOMATIC	['Slovene G2P']
LE_47659dc7da97ed264ec6e0e8941af383	Faraga	Slm	None	AUTOMATIC	['Slovene G2P']
LE_e09c6df71123f8948e142c570e6385d3	Štreklja	Slz	None	AUTOMATIC	['Slovene G2P']
LE_3998eb4084f5774a9be17c93d6c1a1ce	Lovišt	Slm	None	AUTOMATIC	['Slovene G2P']
LE_c3f847c1dcc064b05094caadc2133926	prelebdeti	Ggn	None	AUTOMATIC	['Slovene G2P']
LE_456d51fe496411e8586948b1db4b2a22	Balestrieri	Slm	None	AUTOMATIC	['Slovene G2P']
LE_56a9a6fe754882d2845e32436da4ab61	Ped	Slm	None	AUTOMATIC	['Slovene G2P']
LE_f0dc74e14d4ddf109811d5b083af4261	Krkić	Slm	None	AUTOMATIC	['Slovene G2P']
LE_36cbb95281a8993923398da833b3d639	Šivo	Slm	None	AUTOMATIC	['Slovene G2P']
LE_47ade4a16d2a28a3061a54f5b1d78487	Baltsko	Sls	None	AUTOMATIC	['Slovene G2P']
LE_90c402732c5dcc52633e956941f90945	grelin	Som	None	AUTOMATIC	['Slovene G2P']
LE_0e287b1720ef25525fb6bad18cb363c0	Košica	Slm	None	AUTOMATIC	['Slovene G2P']
LE_34de690fc4988e2c7623f9ae9e0819bb	Frantisek	Slm	None	AUTOMATIC	['Slovene G2P']
LE_d77124a87628b2afff01d93e6e6c2c5a	Livenza	Slz	None	AUTOMATIC	['Slovene G2P']
LE_bcf1bc5ade6f78e5c46ca93f4ae4dcb7	Franta	Slm	None	AUTOMATIC	['Slovene G2P']
LE_143c96d3b9ca1ec5a220a5e97d6447df	proizvajajoč	Pd	None	AUTOMATIC	['Slovene G2P']
LE_4ee9da4b33bac9fb4cb92aac8969bff6	Banjalučanke	Slz	None	AUTOMATIC	['Slovene G2P']
LE_51b46174d6cd0dacaf4b02d33609bf97	Tantalus	Slm	None	AUTOMATIC	['Slovene G2P']
LE_525a88ee9188c35238ec95d72445621e	Nubija	Slz	None	AUTOMATIC	['Slovene G2P']
LE_7f2204877adbdb178f6668ad31fd9f5f	Monterotondo	Slm	None	AUTOMATIC	['Slovene G2P']
LE_a916abae39896e1d808ee5d3c4fd946b	Romanja	Slz	None	AUTOMATIC	['Slovene G2P']
LE_5c3668cd1e2e9a46e030859c6d8b0362	Mirica	Slm	None	AUTOMATIC	['Slovene G2P']
LE_61ca234464273912919c05e28fbeca75	Trendlina	Slz	None	AUTOMATIC	['Slovene G2P']
LE_edb9054406b0d3a6f4e1241b2214e37f	Protues	Slm	None	AUTOMATIC	['Slovene G2P']
LE_9deaf5d537757ce80854e5026003ef98	rajev	Ps	None	AUTOMATIC	['Slovene G2P']
